Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,17036,-,-,-,25.65,72.15,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2008,1,1,0,0,0,0,0,0,0,0,-2,15.198786970395929,1001.914794921875,30.082928688195416,175.73860740839274,0,3.4666032791137695,N/A
2008,1,1,1,0,0,0,0,0,0,0,-2,14.446910176941003,1001.4065551757812,31.840802170373415,169.36800441853094,0,3.4204928874969482,N/A
2008,1,1,2,0,0,0,0,0,0,0,-1,13.748003717662982,1001.1004638671875,33.86914950780833,155.92626881078135,0,3.437058925628662,N/A
2008,1,1,3,0,0,0,0,0,0,0,-1,13.085606444025757,1000.6909790039062,35.97542266172656,142.4246461489908,0,3.441930055618286,N/A
2008,1,1,4,0,0,0,0,0,0,0,-1,12.502968241038559,1000.8225708007812,37.859932453387906,129.02247112152634,0,3.4332473278045654,N/A
2008,1,1,5,0,0,0,0,0,0,0,-9,8.098970174779424,1000.6593627929688,27.746538365214313,115.74777368810578,0,3.655766487121582,N/A
2008,1,1,6,0,0,0,0,0,0,0,-9,7.702002506734914,1001.536865234375,29.35248362755758,102.82732200581938,0,3.5752692222595215,N/A
2008,1,1,7,0,0,0,0,1,0,1,-8,8.593089200248812,1002.4462890625,29.256163940474757,90.34049209420454,0,3.472365379333496,N/A
2008,1,1,8,0,85,287,143,84,338,151,-7,11.494788840492845,1003.464111328125,25.96699021317084,78.53150896729991,0,3.06209659576416,N/A
2008,1,1,9,0,128,564,342,135,574,353,-5,14.887496925303253,1003.9551391601562,23.432722254324066,67.75320220185654,0,2.66607403755188,N/A
2008,1,1,10,0,153,686,511,165,696,527,-5,19.01503181126958,1003.6074829101562,18.371296265161057,58.597346111355094,0,2.753863573074341,N/A
2008,1,1,11,0,168,737,623,181,758,648,-7,22.27513621600366,1002.7288208007812,12.9045199809558,51.940423639853236,0,3.3255422115325928,N/A
2008,1,1,12,0,170,772,679,187,782,703,-8,23.828292841898588,1001.3683471679688,10.949114844040032,48.82278939287388,0,3.315816879272461,N/A
