Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,20012,-,-,-,26.25,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2008,1,1,0,0,0,0,0,0,0,0,2,13.658296491487874,988.4747924804688,45.87379524046149,175.9002081460309,0,2.99361515045166,N/A
2008,1,1,1,0,0,0,0,0,0,0,1,13.017635014138932,987.966552734375,46.46005723518141,168.44599619731997,0,3.008850336074829,N/A
2008,1,1,2,0,0,0,0,0,0,0,1,12.412225839380028,987.6604614257812,47.17343877188957,155.10556805960476,0,3.015997886657715,N/A
2008,1,1,3,0,0,0,0,0,0,0,1,11.860824807775487,987.2509765625,47.69930610343486,141.66802039674954,0,3.025787353515625,N/A
2008,1,1,4,0,0,0,0,0,0,0,0,11.350185709752111,987.382568359375,48.461948624315184,128.32503091154067,0,3.0078482627868652,N/A
2008,1,1,5,0,0,0,0,0,0,0,-4,7.944494993851606,986.8993530273438,41.67260046502659,115.1151084890802,0,2.9729254245758057,N/A
2008,1,1,6,0,0,0,0,0,0,0,-4,7.611524079079402,987.77685546875,42.501590453652376,102.26853547820775,0,2.9747910499572754,N/A
2008,1,1,7,0,0,0,0,3,2,3,-3,8.76675050510704,988.686279296875,42.83583006217889,89.87328168582884,0,2.929489850997925,N/A
2008,1,1,8,0,88,296,149,85,350,157,-4,12.009194951969619,989.3840942382812,30.62238857233589,78.18006323906488,0,2.607729434967041,N/A
2008,1,1,9,0,131,563,346,135,577,356,-4,15.449472477436586,989.8751220703125,25.697978803781375,67.55570546602732,0,2.087646961212158,N/A
2008,1,1,10,0,155,676,508,163,694,525,-4,19.962568552026198,989.5274658203125,18.72146744127347,58.60406630616231,0,2.198831796646118,N/A
2008,1,1,11,0,165,750,625,179,753,641,-5,22.75205321247836,988.6488037109375,14.628585593216584,52.204304961869845,0,2.238041639328003,N/A
2008,1,1,12,0,169,771,672,185,775,690,-4,23.98541938280863,987.288330078125,14.251673725834415,49.36629616182205,0,2.079404830932617,N/A
2008,1,1,13,0,167,762,650,182,766,668,-4,24.266578333625546,986.3012084960938,14.501275796680913,50.69461368264393,0,2.0386104583740234,N/A
2008,1,1,14,0,158,717,561,171,723,576,-4,23.757841373360918,985.6367797851562,15.215400953559163,55.89195606903071,0,2.106574296951294,N/A
2008,1,1,15,0,140,625,414,148,632,425,-3,22.426768087824485,985.3306884765625,16.913490233503232,64.01881148537248,0,2.2545206546783447,N/A
2008,1,1,16,0,107,447,230,108,456,233,0,19.690487250479748,985.5574951171875,27.5919323330384,74.11116633495129,0,2.587737798690796,N/A
2008,1,1,17,0,24,0,24,34,114,43,0,16.604201077794926,986.1019287109375,32.54763748418091,85.46629260251723,0,3.1773786544799805,N/A
2008,1,1,18,0,0,0,0,0,0,0,-1,15.467116716752912,986.8641357421875,30.61499916543272,97.63738214421795,0,3.6934986114501953,N/A
2008,1,1,19,0,0,0,0,0,0,0,-3,14.435007052233743,987.259765625,29.50523325692841,110.33838403642207,0,3.946720600128174,N/A
2008,1,1,20,0,0,0,0,0,0,0,-3,13.395886192837793,987.8060913085938,29.84587433856124,123.39063910593141,0,3.9814047813415527,N/A
2008,1,1,21,0,0,0,0,0,0,0,-4,12.44172505445647,987.8696899414062,30.792480507179505,136.67151848474901,0,3.909235715866089,N/A
2008,1,1,22,0,0,0,0,0,0,0,-4,11.587079630356186,987.8844604492188,32.111251610609656,150.08458438548004,0,3.7920145988464355,N/A
2008,1,1,23,0,0,0,0,0,0,0,-4,10.806185617382312,987.6669921875,33.82875908020348,163.50492526882,0,3.6223976612091064,N/A
2008,1,2,0,0,0,0,0,0,0,0,-4,10.093726422322845,987.376708984375,35.87196509630639,175.86831766244313,0,3.4111223220825195,N/A
2008,1,2,1,0,0,0,0,0,0,0,-4,9.442984950507196,987.20263671875,38.092998004096366,168.46511223971066,0,3.1762924194335938,N/A
2008,1,2,2,0,0,0,0,0,0,0,-4,8.89746454521628,987.2684326171875,39.74692649442781,155.12725959906132,0,3.0396463871002197,N/A
2008,1,2,3,0,0,0,0,0,0,0,-4,8.431901321184341,986.944580078125,40.470231398768526,141.6893888198857,0,3.063308000564575,N/A
2008,1,2,4,0,0,0,0,0,0,0,-4,8.175022947204695,987.2077026367188,41.03218180155427,128.34531219922712,0,3.1705400943756104,N/A
2008,1,2,5,0,0,0,0,0,0,0,-4,7.932088744110672,988.0109252929688,42.09510305568658,115.19126024104052,0,3.1566402912139893,N/A
2008,1,2,6,0,0,0,0,0,0,0,-4,7.447944503026122,989.4284057617188,43.81701763844749,102.33620913997639,0,3.0338549613952637,N/A
2008,1,2,7,0,0,0,0,3,2,3,-2,8.509059196444184,990.4411010742188,44.60173873397814,89.92972091619373,0,2.9716744422912598,N/A
2008,1,2,8,0,87,294,148,86,359,160,-4,11.82061492873828,991.4622192382812,32.51625371123698,78.22174762261835,0,2.641930341720581,N/A
2008,1,2,9,0,131,561,345,136,590,362,-3,15.322145327435067,992.1646118164062,27.15224121908361,67.57737486427307,0,2.1642446517944336,N/A
2008,1,2,10,0,156,675,508,165,708,534,-4,19.833369546769063,992.33203125,19.26734919895464,58.598929281626546,0,2.3802247047424316,N/A
2008,1,2,11,0,164,750,625,181,769,653,-5,22.99891170033601,991.3700561523438,13.979059000449176,52.16535758576342,0,2.649543046951294,N/A
2008,1,2,12,0,169,772,673,187,791,703,-5,24.377137226056618,990.4832763671875,13.45083587186952,49.29072559390081,0,2.593376398086548,N/A
2008,1,2,13,0,168,762,652,184,782,681,-5,24.66569391809719,989.2550659179688,13.427222512550285,50.588279611216855,0,2.6003379821777344,N/A
2008,1,2,14,0,159,718,563,173,740,589,-5,24.176408234224425,988.5291748046875,13.373471064190715,55.76653933301693,0,2.604590892791748,N/A
2008,1,2,15,0,141,626,417,150,649,436,-5,22.81571063498484,988.130615234375,14.134234305392624,63.88469518261255,0,2.632627248764038,N/A
2008,1,2,16,0,107,451,232,110,474,241,-1,19.798037880684603,987.9654541015625,23.190243121632992,73.97464649432091,0,2.8124208450317383,N/A
2008,1,2,17,0,26,0,26,36,126,46,-2,16.41296962847747,987.8424682617188,27.727694080719324,85.33054608871728,0,3.2807905673980713,N/A
2008,1,2,18,0,0,0,0,0,0,0,-4,15.126316006793274,988.3543701171875,26.028621655634232,97.50375609506374,0,3.6893362998962402,N/A
2008,1,2,19,0,0,0,0,0,0,0,-5,14.029764730251372,988.975830078125,24.861896151730434,110.20744291899227,0,3.9186439514160156,N/A
2008,1,2,20,0,0,0,0,0,0,0,-6,12.990018178935884,989.590576171875,24.870448140063132,123.26243768052925,0,3.992478370666504,N/A
2008,1,2,21,0,0,0,0,0,0,0,-7,12.043953725143808,989.9494018554688,25.29123774494883,136.54572283071275,0,4.014439582824707,N/A
2008,1,2,22,0,0,0,0,0,0,0,-7,11.200946986878648,989.891357421875,25.9382165765413,149.96017828608598,0,4.017579078674316,N/A
2008,1,2,23,0,0,0,0,0,0,0,-7,10.447261729514025,989.8295288085938,26.758866183706882,163.37853037547805,0,4.004979133605957,N/A
2008,1,3,0,0,0,0,0,0,0,0,-8,9.779979778527434,989.7239379882812,27.589958478997534,175.7343984718645,0,3.9843571186065674,N/A
2008,1,3,1,0,0,0,0,0,0,0,-8,9.175577538045445,989.6060180664062,28.481355471518967,168.53875095081045,0,3.9567182064056396,N/A
2008,1,3,2,0,0,0,0,0,0,0,-8,8.66366811773105,989.7554321289062,28.90431215951399,155.21236695422482,0,4.004866123199463,N/A
2008,1,3,3,0,0,0,0,0,0,0,-8,8.202454978114872,989.49560546875,29.044643112369357,141.77322110602606,0,4.110323429107666,N/A
2008,1,3,4,0,0,0,0,0,0,0,-8,7.742187429324815,989.4732666015625,29.688976676456097,128.4245441535387,0,4.1716532707214355,N/A
2008,1,3,5,0,0,0,0,0,0,0,-8,7.313460097475513,989.5455322265625,30.521215789686547,115.26376216393103,0,4.225185394287109,N/A
2008,1,3,6,0,0,0,0,0,0,0,-8,6.936067831888124,990.4200439453125,31.5366556317737,102.39980111809345,0,4.271986961364746,N/A
2008,1,3,7,0,0,0,0,3,1,3,-8,7.962895544901414,991.1152954101562,30.70545565837345,89.9815615946082,0,4.27777099609375,N/A
2008,1,3,8,0,87,319,152,86,359,159,-8,11.061817508163358,991.9908447265625,24.769249708598355,78.25821560834137,0,3.805109977722168,N/A
2008,1,3,9,0,131,560,345,136,588,360,-6,14.804610207327755,992.615966796875,21.926678131759324,67.59313208559632,0,3.161562919616699,N/A
2008,1,3,10,0,156,675,508,165,704,532,-5,19.406103788769997,992.7271728515625,17.562187038908377,58.587155814297624,0,2.9984207153320312,N/A
2008,1,3,11,0,165,750,626,180,762,648,-9,23.016730791766634,991.9110717773438,10.870045130897648,52.11918107013688,0,3.234055995941162,N/A
2008,1,3,12,0,169,773,675,186,782,697,-8,24.595960021452697,991.0060424804688,10.543888390368137,49.20775305153408,0,2.837836980819702,N/A
2008,1,3,13,0,168,761,653,183,771,674,-7,25.143666311689344,990.0014038085938,11.207474393556746,50.47501338431061,0,2.455036163330078,N/A
2008,1,3,14,0,158,720,565,171,727,582,-6,24.71520616503733,989.2432861328125,12.298231729790146,55.63516888437963,0,2.205930471420288,N/A
2008,1,3,15,0,141,628,419,148,635,430,-5,23.36581289615367,989.1780395507812,14.090111474086084,63.74575777320107,0,2.152062177658081,N/A
2008,1,3,16,0,106,454,233,109,460,237,0,20.302752770051484,989.4032592773438,25.54271661275984,73.83435011211111,0,2.311734676361084,N/A
2008,1,3,17,0,23,0,23,36,122,46,0,17.144769529090354,989.7911987304688,29.67389558214366,85.19190462026398,0,2.8077821731567383,N/A
2008,1,3,18,0,0,0,0,0,0,0,-2,16.04818374509614,990.0545043945312,27.331612619626306,97.36794843619947,0,3.252454996109009,N/A
2008,1,3,19,0,0,0,0,0,0,0,-4,15.055585927098207,990.535888671875,25.890631577053668,110.0748982005936,0,3.4739630222320557,N/A
2008,1,3,20,0,0,0,0,0,0,0,-5,14.04025452375322,990.9281616210938,26.325287279784508,123.13308761865282,0,3.4766385555267334,N/A
2008,1,3,21,0,0,0,0,0,0,0,-5,13.087237064271221,990.9190673828125,27.590451834293866,136.4191052715849,0,3.3957409858703613,N/A
2008,1,3,22,0,0,0,0,0,0,0,-5,12.225195829649806,990.7568359375,29.25138821175216,149.83508829650307,0,3.296780586242676,N/A
2008,1,3,23,0,0,0,0,0,0,0,-5,11.471650642020563,990.6758422851562,30.62271565607761,163.25110740545668,0,3.227961540222168,N/A
2008,1,4,0,0,0,0,0,0,0,0,-5,10.77196807159089,990.2935791015625,31.706873021089017,175.59508880215003,0,3.191526174545288,N/A
2008,1,4,1,0,0,0,0,0,0,0,-5,10.131757944688957,989.8810424804688,32.7487741794206,168.6075239612054,0,3.154330015182495,N/A
2008,1,4,2,0,0,0,0,0,0,0,-5,9.573734071956608,990.0297241210938,32.84866631825652,155.29410218401912,0,3.219310760498047,N/A
2008,1,4,3,0,0,0,0,0,0,0,-6,9.06100125252317,989.8671875,32.32897499762805,141.85380176045987,0,3.375514268875122,N/A
2008,1,4,4,0,0,0,0,0,0,0,-7,8.580268351477798,990.0084228515625,32.00196163035718,128.50034214666331,0,3.512763500213623,N/A
2008,1,4,5,0,0,0,0,0,0,0,-7,8.139162225679229,990.5164794921875,31.993751032635103,115.33251087313144,0,3.641887903213501,N/A
2008,1,4,6,0,0,0,0,0,0,0,-7,7.7568027948798886,990.8851928710938,32.282822749979914,102.4592241495787,0,3.7499196529388428,N/A
2008,1,4,7,0,0,0,0,2,1,2,-7,8.848520283979553,991.7279663085938,31.37027369661628,90.02875804995952,0,3.777564287185669,N/A
2008,1,4,8,0,88,290,147,84,343,154,-7,12.028956351659644,992.4384765625,24.176007854127427,78.28941977645236,0,3.2826616764068604,N/A
2008,1,4,9,0,140,545,348,134,571,352,-6,15.667831216040895,992.9512939453125,21.107621050225298,67.6029468381303,0,2.6055140495300293,N/A
2008,1,4,10,0,153,690,513,163,690,523,-5,20.214537604414147,992.6792602539062,16.711448111274645,58.56873650407651,0,2.447972059249878,N/A
2008,1,4,11,0,179,749,640,179,749,640,-9,23.8609011461308,992.1708984375,10.289528208575137,52.06578680940092,0,2.5821986198425293,N/A
2008,1,4,12,0,185,771,690,185,771,690,-8,25.31969760236501,991.0855102539062,10.344782027302264,49.11741014531323,0,2.2609522342681885,N/A
2008,1,4,13,0,182,762,669,182,762,669,-7,25.59219063232149,990.3580322265625,10.890057312397317,50.35486887324962,0,2.1653172969818115,N/A
2008,1,4,14,0,171,719,578,171,719,578,-7,24.9802546388284,989.86083984375,11.468890888284008,55.497921599307496,0,2.255500316619873,N/A
2008,1,4,15,0,148,629,428,148,629,428,-7,23.521673642567066,989.415283203125,12.458606874811705,63.602093905447845,0,2.4933040142059326,N/A
2008,1,4,16,0,142,338,237,109,456,237,-4,20.63990842459964,989.164794921875,18.694740352187335,73.69038199285227,0,2.8949780464172363,N/A
2008,1,4,17,0,26,0,26,37,124,47,-3,17.33568219385228,989.4405517578125,24.31662816103575,85.05047266124826,0,3.368712902069092,N/A
2008,1,4,18,0,0,0,0,0,0,0,-4,16.133989509668027,989.7799682617188,23.626972310827597,97.23006664159982,0,3.686981439590454,N/A
2008,1,4,19,0,0,0,0,0,0,0,-5,15.135148869342572,989.944580078125,23.184865486183043,109.94085256478333,0,3.8566768169403076,N/A
2008,1,4,20,0,0,0,0,0,0,0,-6,14.229504484692654,990.2046508789062,23.603173583749204,123.00268367977799,0,3.9392502307891846,N/A
2008,1,4,21,0,0,0,0,0,0,0,-6,13.374106059879693,990.4445190429688,24.700726839259964,136.29174874894673,0,3.9411721229553223,N/A
2008,1,4,22,0,0,0,0,0,0,0,-6,12.547685640744476,990.0355224609375,26.244352412193383,149.7093789032692,0,3.83172607421875,N/A
2008,1,4,23,0,0,0,0,0,0,0,-6,11.808224306432464,989.8587036132812,27.563068203594916,163.12268858790958,0,3.6890721321105957,N/A
2008,1,5,0,0,0,0,0,0,0,0,-6,11.197336853231036,989.5865478515625,28.15961616909991,175.45060013317948,0,3.5952024459838867,N/A
2008,1,5,1,0,0,0,0,0,0,0,-7,10.874086631364605,989.6459350585938,27.619346704234893,168.67111326555192,0,3.604403257369995,N/A
2008,1,5,2,0,0,0,0,0,0,0,-7,10.881666679717341,989.401123046875,25.976899045280476,155.37227974440805,0,3.7214064598083496,N/A
2008,1,5,3,0,0,0,0,0,0,0,-8,10.860679809204896,989.1177978515625,25.07859530343111,141.93098700812948,0,3.7761645317077637,N/A
2008,1,5,4,0,0,0,0,0,0,0,-8,10.63456348539296,989.1348266601562,24.615823353146194,128.57258620500954,0,3.7685651779174805,N/A
2008,1,5,5,0,0,0,0,0,0,0,-8,10.316496231081203,989.5304565429688,25.351498718921526,115.39740472540782,0,3.8270058631896973,N/A
2008,1,5,6,0,0,0,0,0,0,0,-8,9.861371187077907,989.8233642578125,26.547782666887514,102.51439343894424,0,3.9354372024536133,N/A
2008,1,5,7,0,0,0,0,2,1,2,-8,10.652444660207834,990.1593017578125,26.11824726141477,90.07124533939584,0,3.9299533367156982,N/A
2008,1,5,8,0,93,230,140,82,328,149,-7,13.518901016495533,990.7944946289062,21.82733945299692,78.31530964501015,0,3.3125743865966797,N/A
2008,1,5,9,0,132,552,342,132,552,342,-6,17.272849244405336,991.4324951171875,19.639473135705757,67.6067906366224,0,2.5120322704315186,N/A
2008,1,5,10,0,160,667,509,160,667,509,-7,21.706233103065586,991.444580078125,13.469622946669634,58.54366444910596,0,2.37438702583313,N/A
2008,1,5,11,0,216,14,225,176,725,622,-8,24.35857481955219,990.8236694335938,10.579746133060176,52.00518868934971,0,2.2178988456726074,N/A
2008,1,5,12,0,180,4,183,182,746,671,-6,25.988652951231302,989.8878173828125,11.34863377060266,49.019731298222965,0,1.7945133447647095,N/A
2008,1,5,13,0,317,215,455,179,736,650,-4,26.42447680563032,988.8496704101562,12.672461188707684,50.22790375626134,0,1.5744974613189697,N/A
2008,1,5,14,0,249,526,549,168,693,562,-3,25.678460855751894,987.9398803710938,14.364393462817644,55.35487892839696,0,1.50364089012146,N/A
2008,1,5,15,0,218,169,294,145,603,415,-2,24.43897471569727,987.5657348632812,16.229503051978757,63.45380295368443,0,1.477018117904663,N/A
2008,1,5,16,0,106,434,230,106,434,230,2,22.335977552959264,987.6451416015625,26.92130452583399,73.5428515226134,0,1.8132896423339844,N/A
2008,1,5,17,0,14,0,14,36,117,46,2,20.06776503047911,987.6158447265625,30.932634734861296,84.90636944753265,0,2.5081684589385986,N/A
2008,1,5,18,0,0,0,0,0,0,0,0,19.225901428389648,988.0511474609375,28.49012264199781,97.09021785492533,0,3.0449376106262207,N/A
2008,1,5,19,0,0,0,0,0,0,0,0,18.575020234327326,988.6359252929688,27.100795638091128,109.80540740603206,0,3.3128767013549805,N/A
2008,1,5,20,0,0,0,0,0,0,0,-1,17.94421316839697,989.2702026367188,26.362242696197825,122.87131832259212,0,3.3939437866210938,N/A
2008,1,5,21,0,0,0,0,0,0,0,-2,17.215016992547817,989.159912109375,26.42732344657422,136.16373273270975,0,3.3866710662841797,N/A
2008,1,5,22,0,0,0,0,0,0,0,-2,16.424195936539434,988.6243286132812,27.665528320798245,149.583109533791,0,3.2881100177764893,N/A
2008,1,5,23,0,0,0,0,0,0,0,-1,15.825907090032672,988.22998046875,30.48718222381216,162.99329828618673,0,3.072770118713379,N/A
2008,1,6,0,0,0,0,0,0,0,0,0,15.511598236590999,988.1012573242188,33.435389699505116,175.30111300344248,0,2.833081007003784,N/A
2008,1,6,1,0,0,0,0,0,0,0,0,15.282556823407504,988.0125732421875,35.66912003741769,168.72919338618598,0,2.614098310470581,N/A
2008,1,6,2,0,0,0,0,0,0,0,0,14.970591058938169,987.7883911132812,37.17269929197203,155.44671135082783,0,2.536525249481201,N/A
2008,1,6,3,0,0,0,0,0,0,0,0,14.632873631504424,987.5365600585938,38.281903725745224,142.00463272566446,0,2.4608190059661865,N/A
2008,1,6,4,0,0,0,0,0,0,0,0,14.377281065974046,987.9490356445312,39.533705159664095,128.64115734696605,0,2.3587191104888916,N/A
2008,1,6,5,0,0,0,0,0,0,0,0,14.165978669150434,988.2931518554688,39.42731011823798,115.45834398364458,0,2.4014930725097656,N/A
