Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,21004,-,-,-,26.45,73.35,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2009,1,1,0,0,0,0,0,0,0,0,-5,14.05532599054402,983.440185546875,25.01484661157769,175.9288031637314,0,2.703373432159424,N/A
2009,1,1,1,0,0,0,0,0,0,0,-5,13.389893820671432,983.575439453125,27.191829656418708,168.11801294167407,0,2.6455748081207275,N/A
2009,1,1,2,0,0,0,0,0,0,0,-4,12.729515410299484,983.2247314453125,30.065836216879028,154.8092935348834,0,2.589059829711914,N/A
2009,1,1,3,0,0,0,0,0,0,0,-3,12.121095074777486,983.1435546875,33.424883766268294,141.39418569484434,0,2.598081350326538,N/A
2009,1,1,4,0,0,0,0,0,0,0,-2,11.591784839080333,983.6353759765625,36.843312428267474,128.07261677996257,0,2.686497449874878,N/A
2009,1,1,5,0,0,0,0,0,0,0,0,10.331859325507423,984.7505493164062,47.48011262492729,114.96222812132007,0,2.7996764183044434,N/A
2009,1,1,6,0,0,0,0,0,0,0,0,9.938118941769346,985.3677978515625,48.247834143376735,102.13447333539683,0,2.747619390487671,N/A
2009,1,1,7,0,0,0,0,3,4,3,0,11.1239664296358,986.182373046875,49.323776041278585,89.76190720174634,0,2.64084792137146,N/A
2009,1,1,8,0,92,280,150,87,334,156,0,14.396922512381252,986.6548461914062,38.25509826580573,78.09685593014922,0,2.309999704360962,N/A
2009,1,1,9,0,139,530,342,141,550,351,0,17.499294925010247,987.4786987304688,31.490149715210077,67.509491715245,0,1.6996432542800903,N/A
